Customer_ID,Customer_Name,Region_ID
CUST-00940,Customer 940,6
CUST-00941,Customer 941,3
CUST-00942,Customer 942,6
CUST-00943,Customer 943,4
CUST-00944,Customer 944,14
CUST-00945,Customer 945,9
CUST-00946,Customer 946,19
CUST-00947,Customer 947,1
CUST-00948,Customer 948,5
CUST-00949,Customer 949,11
CUST-00950,Customer 950,20
CUST-00951,Customer 951,10
CUST-00952,Customer 952,19
CUST-00953,Customer 953,3
CUST-00954,Customer 954,11
CUST-00955,Customer 955,6
CUST-00956,Customer 956,17
CUST-00957,Customer 957,18
CUST-00958,Customer 958,3
CUST-00959,Customer 959,7
CUST-00960,Customer 960,11
CUST-00961,Customer 961,7
CUST-00962,Customer 962,20
CUST-00963,Customer 963,18
CUST-00964,Customer 964,1
CUST-00965,Customer 965,12
CUST-00966,Customer 966,20
CUST-00967,Customer 967,8
CUST-00968,Customer 968,11
CUST-00969,Customer 969,4
CUST-00970,Customer 970,18
CUST-00971,Customer 971,1
CUST-00972,Customer 972,12
CUST-00973,Customer 973,17
CUST-00974,Customer 974,2
CUST-00975,Customer 975,7
CUST-00976,Customer 976,3
CUST-00977,Customer 977,6
CUST-00978,Customer 978,18
CUST-00979,Customer 979,3
CUST-00980,Customer 980,7
CUST-00981,Customer 981,14
CUST-00982,Customer 982,7
CUST-00983,Customer 983,14
CUST-00984,Customer 984,3
CUST-00985,Customer 985,5
CUST-00986,Customer 986,11
CUST-00987,Customer 987,3
CUST-00988,Customer 988,9
CUST-00989,Customer 989,19
CUST-00990,Customer 990,9
CUST-00991,Customer 991,15
CUST-00992,Customer 992,14
CUST-00993,Customer 993,13
CUST-00994,Customer 994,18
,Customer 995,20
CUST-00996,Customer 996,19
CUST-00997,Customer 997,3
CUST-00998,Customer 998,17
CUST-00999,Customer 999,10
CUST-01000,Customer 1000,10
CUST-01001,Customer 1001,15
CUST-01002,Customer 1002,1
CUST-01003,Customer 1003,18
CUST-01004,Customer 1004,13
CUST-01005,Customer 1005,18
CUST-01006,Customer 1006,5
CUST-01007,Customer 1007,12
CUST-01008,Customer 1008,1
CUST-01009,Customer 1009,18
CUST-01010,Customer 1010,2
,Customer 1011,20
CUST-01012,Customer 1012,18
CUST-01013,Customer 1013,10
CUST-01014,Customer 1014,12
CUST-01015,Customer 1015,17
CUST-01016,Customer 1016,6
CUST-01017,Customer 1017,9
CUST-01018,Customer 1018,6
CUST-01019,Customer 1019,19
CUST-01020,Customer 1020,18
CUST-01021,Customer 1021,18
CUST-01022,Customer 1022,3
CUST-01023,Customer 1023,7
CUST-01024,Customer 1024,16
CUST-01025,Customer 1025,12
CUST-01026,Customer 1026,8
CUST-01027,Customer 1027,20
CUST-01028,Customer 1028,7
CUST-01029,Customer 1029,15
CUST-01030,Customer 1030,10
CUST-01031,Customer 1031,5
CUST-01032,Customer 1032,12
CUST-01033,Customer 1033,14
CUST-01034,Customer 1034,11
CUST-01035,Customer 1035,8
CUST-01036,Customer 1036,14
CUST-01037,Customer 1037,12
CUST-01038,Customer 1038,11
CUST-01039,Customer 1039,15
CUST-01040,Customer 1040,10
CUST-01041,Customer 1041,4
CUST-01042,Customer 1042,20
CUST-01043,Customer 1043,9
CUST-01044,Customer 1044,5
CUST-01045,Customer 1045,7
CUST-01046,Customer 1046,3
CUST-01047,Customer 1047,1
CUST-01048,Customer 1048,1
CUST-01049,Customer 1049,19
CUST-01050,Customer 1050,19
CUST-01051,Customer 1051,2
CUST-01052,Customer 1052,18
CUST-01053,Customer 1053,18
CUST-01054,Customer 1054,5
CUST-01055,Customer 1055,8
CUST-01056,Customer 1056,19
CUST-01057,Customer 1057,10
CUST-01058,Customer 1058,17
CUST-01059,Customer 1059,13
CUST-01060,Customer 1060,1
CUST-01061,Customer 1061,20
CUST-01062,Customer 1062,17
CUST-01063,Customer 1063,6
CUST-01064,Customer 1064,19
CUST-01065,Customer 1065,5
CUST-01066,Customer 1066,16
CUST-01067,Customer 1067,2
CUST-01068,Customer 1068,16
CUST-01069,Customer 1069,9
CUST-01070,Customer 1070,2
CUST-01071,Customer 1071,17
CUST-01072,Customer 1072,12
CUST-01073,Customer 1073,15
CUST-01074,Customer 1074,2
CUST-01075,Customer 1075,11
CUST-01076,Customer 1076,17
CUST-01077,Customer 1077,9
CUST-01078,Customer 1078,9
CUST-01079,Customer 1079,19
CUST-01080,Customer 1080,13
CUST-01081,Customer 1081,3
CUST-01082,Customer 1082,13
CUST-01083,Customer 1083,8
CUST-01084,Customer 1084,12
CUST-01085,Customer 1085,12
CUST-01086,Customer 1086,16
CUST-01087,Customer 1087,1
CUST-01088,Customer 1088,5
CUST-01089,Customer 1089,8
CUST-01090,Customer 1090,9
CUST-01091,Customer 1091,6
CUST-01092,Customer 1092,20
CUST-01093,Customer 1093,4
CUST-01094,Customer 1094,14
CUST-01095,Customer 1095,4
CUST-01096,Customer 1096,16
CUST-01097,Customer 1097,19
CUST-01098,Customer 1098,14
CUST-01099,Customer 1099,2
CUST-01100,Customer 1100,19
CUST-01101,Customer 1101,17
CUST-01102,Customer 1102,19
CUST-01103,Customer 1103,6
CUST-01104,Customer 1104,6
CUST-01105,Customer 1105,13
CUST-01106,Customer 1106,19
CUST-01107,Customer 1107,10
CUST-01108,Customer 1108,7
CUST-01109,Customer 1109,16
CUST-01110,Customer 1110,6
CUST-01111,Customer 1111,14
CUST-01112,Customer 1112,19
CUST-01113,Customer 1113,6
CUST-01114,Customer 1114,17
CUST-01115,Customer 1115,11
CUST-01116,Customer 1116,20
CUST-01117,Customer 1117,8
CUST-01118,Customer 1118,5
CUST-01119,Customer 1119,7
CUST-01120,Customer 1120,17
CUST-01121,Customer 1121,5
CUST-01122,Customer 1122,6
CUST-01123,Customer 1123,20
CUST-01124,Customer 1124,18
CUST-01125,Customer 1125,4
CUST-01126,Customer 1126,5
CUST-01127,Customer 1127,18
CUST-01128,Customer 1128,14
CUST-01129,Customer 1129,12
CUST-01130,Customer 1130,17
CUST-01131,Customer 1131,16
CUST-01132,Customer 1132,13
CUST-01133,Customer 1133,19
CUST-01134,Customer 1134,5
CUST-01135,Customer 1135,8
CUST-01136,Customer 1136,3
CUST-01137,Customer 1137,18
CUST-01138,Customer 1138,7
,Customer 1139,1
CUST-01140,Customer 1140,4
CUST-01141,Customer 1141,13
CUST-01142,Customer 1142,11
CUST-01143,Customer 1143,4
CUST-01144,Customer 1144,19
CUST-01145,Customer 1145,18
CUST-01146,Customer 1146,12
CUST-01147,Customer 1147,13
CUST-01148,Customer 1148,14
CUST-01149,Customer 1149,18
CUST-01150,Customer 1150,12
CUST-01151,Customer 1151,16
CUST-01152,Customer 1152,10
CUST-01153,Customer 1153,13
CUST-01154,Customer 1154,4
CUST-01155,Customer 1155,15
CUST-01156,Customer 1156,6
CUST-01157,Customer 1157,17
CUST-01158,Customer 1158,11
CUST-01159,Customer 1159,20
CUST-01160,Customer 1160,2
CUST-01161,Customer 1161,1
CUST-01162,Customer 1162,5
CUST-01163,Customer 1163,20
CUST-01164,Customer 1164,3
CUST-01165,Customer 1165,12
CUST-01166,Customer 1166,2
CUST-01167,Customer 1167,13
CUST-01168,Customer 1168,17
CUST-01169,Customer 1169,20
CUST-01170,Customer 1170,6
CUST-01171,Customer 1171,15
,Customer 1172,17
CUST-01173,Customer 1173,2
CUST-01174,Customer 1174,17
CUST-01175,Customer 1175,8
CUST-01176,Customer 1176,2
CUST-01177,Customer 1177,1
CUST-01178,Customer 1178,3
CUST-01179,Customer 1179,13
CUST-01180,Customer 1180,13
CUST-01181,Customer 1181,7
CUST-01182,Customer 1182,3
CUST-01183,Customer 1183,18
CUST-01184,Customer 1184,18
CUST-01185,Customer 1185,12
CUST-01186,Customer 1186,9
CUST-01187,Customer 1187,7
CUST-01188,Customer 1188,13
CUST-01189,Customer 1189,9
CUST-01190,Customer 1190,17
CUST-01191,Customer 1191,3
CUST-01192,Customer 1192,11
CUST-01193,Customer 1193,17
CUST-01194,Customer 1194,18
CUST-01195,Customer 1195,19
CUST-01196,Customer 1196,15
CUST-01197,Customer 1197,19
CUST-01198,Customer 1198,8
CUST-01199,Customer 1199,15
CUST-01200,Customer 1200,19
CUST-01201,Customer 1201,16
CUST-01202,Customer 1202,3
CUST-01203,Customer 1203,8
CUST-01204,Customer 1204,8
CUST-01205,Customer 1205,14
CUST-01206,Customer 1206,17
CUST-01207,Customer 1207,9
CUST-01208,Customer 1208,3
CUST-01209,Customer 1209,11
CUST-01210,Customer 1210,6
CUST-01211,Customer 1211,12
CUST-01212,Customer 1212,19
CUST-01213,Customer 1213,7
CUST-01214,Customer 1214,7
CUST-01215,Customer 1215,8
CUST-01216,Customer 1216,7
CUST-01217,Customer 1217,8
CUST-01218,Customer 1218,12
CUST-01219,Customer 1219,4
CUST-01220,Customer 1220,3
CUST-01221,Customer 1221,16
CUST-01222,Customer 1222,18
CUST-01223,Customer 1223,16
CUST-01224,Customer 1224,11
CUST-01225,Customer 1225,19
CUST-01226,Customer 1226,16
CUST-01227,Customer 1227,17
CUST-01228,Customer 1228,8
CUST-01229,Customer 1229,5
CUST-01230,Customer 1230,14
CUST-01231,Customer 1231,18
CUST-01232,Customer 1232,12
CUST-01233,Customer 1233,6
CUST-01234,Customer 1234,4
CUST-01235,Customer 1235,15
CUST-01236,Customer 1236,1
,Customer 1237,7
CUST-01238,Customer 1238,4
CUST-01239,Customer 1239,20
CUST-01240,Customer 1240,6
CUST-01241,Customer 1241,8
CUST-01242,Customer 1242,20
CUST-01243,Customer 1243,6
CUST-01244,Customer 1244,7
CUST-01245,Customer 1245,12
CUST-01246,Customer 1246,13
CUST-01247,Customer 1247,6
CUST-01248,Customer 1248,19
CUST-01249,Customer 1249,4
CUST-01250,Customer 1250,8
CUST-01251,Customer 1251,13
CUST-01252,Customer 1252,5
CUST-01253,Customer 1253,1
CUST-01254,Customer 1254,16
CUST-01255,Customer 1255,17
CUST-01256,Customer 1256,11
CUST-01257,Customer 1257,10
CUST-01258,Customer 1258,19
CUST-01259,Customer 1259,4
CUST-01260,Customer 1260,2
CUST-01261,Customer 1261,9
CUST-01262,Customer 1262,4
CUST-01263,Customer 1263,11
CUST-01264,Customer 1264,12
CUST-01265,Customer 1265,9
CUST-01266,Customer 1266,14
CUST-01267,Customer 1267,20
CUST-01268,Customer 1268,19
CUST-01269,Customer 1269,18
CUST-01270,Customer 1270,10
CUST-01271,Customer 1271,17
CUST-01272,Customer 1272,15
CUST-01273,Customer 1273,13
CUST-01274,Customer 1274,15
CUST-01275,Customer 1275,5
CUST-01276,Customer 1276,11
CUST-01277,Customer 1277,20
CUST-01278,Customer 1278,3
CUST-01279,Customer 1279,11
CUST-01280,Customer 1280,11
CUST-01281,Customer 1281,9
CUST-01282,Customer 1282,13
CUST-01283,Customer 1283,15
CUST-01284,Customer 1284,12
CUST-01285,Customer 1285,17
CUST-01286,Customer 1286,14
CUST-01287,Customer 1287,1
CUST-01288,Customer 1288,8
CUST-01289,Customer 1289,3
CUST-01290,Customer 1290,13
CUST-01291,Customer 1291,3
CUST-01292,Customer 1292,16
CUST-01293,Customer 1293,1
CUST-01294,Customer 1294,17
CUST-01295,Customer 1295,3
CUST-01296,Customer 1296,20
CUST-01297,Customer 1297,13
CUST-01298,Customer 1298,8
CUST-01299,Customer 1299,15
CUST-01300,Customer 1300,5
CUST-01301,Customer 1301,6
CUST-01302,Customer 1302,12
CUST-01303,Customer 1303,11
CUST-01304,Customer 1304,15
CUST-01305,Customer 1305,18
CUST-01306,Customer 1306,18
CUST-01307,Customer 1307,18
CUST-01308,Customer 1308,20
CUST-01309,Customer 1309,19
CUST-01310,Customer 1310,18
CUST-01311,Customer 1311,12
CUST-01312,Customer 1312,8
CUST-01313,Customer 1313,15
CUST-01314,Customer 1314,14
CUST-01315,Customer 1315,10
,Customer 1316,17
CUST-01317,Customer 1317,5
CUST-01318,Customer 1318,16
CUST-01319,Customer 1319,16
CUST-01320,Customer 1320,16
CUST-01321,Customer 1321,14
CUST-01322,Customer 1322,20
CUST-01323,Customer 1323,1
CUST-01324,Customer 1324,7
CUST-01325,Customer 1325,18
CUST-01326,Customer 1326,8
CUST-01327,Customer 1327,13
CUST-01328,Customer 1328,8
CUST-01329,Customer 1329,14
CUST-01330,Customer 1330,17
CUST-01331,Customer 1331,20
CUST-01332,Customer 1332,9
CUST-01333,Customer 1333,18
CUST-01334,Customer 1334,14
CUST-01335,Customer 1335,3
CUST-01336,Customer 1336,10
CUST-01337,Customer 1337,15
CUST-01338,Customer 1338,9
CUST-01339,Customer 1339,16
CUST-01340,Customer 1340,1
CUST-01341,Customer 1341,18
CUST-01342,Customer 1342,4
CUST-01343,Customer 1343,5
CUST-01344,Customer 1344,1
CUST-01345,Customer 1345,5
,Customer 1346,7
CUST-01347,Customer 1347,10
CUST-01348,Customer 1348,16
CUST-01349,Customer 1349,15
CUST-01350,Customer 1350,2
CUST-01351,Customer 1351,5
CUST-01352,Customer 1352,13
CUST-01353,Customer 1353,16
CUST-01354,Customer 1354,9
CUST-01355,Customer 1355,1
CUST-01356,Customer 1356,8
CUST-01357,Customer 1357,15
CUST-01358,Customer 1358,2
CUST-01359,Customer 1359,4
CUST-01360,Customer 1360,7
CUST-01361,Customer 1361,10
CUST-01362,Customer 1362,6
CUST-01363,Customer 1363,2
CUST-01364,Customer 1364,18
CUST-01365,Customer 1365,9
CUST-01366,Customer 1366,10
CUST-01367,Customer 1367,2
CUST-01368,Customer 1368,7
CUST-01369,Customer 1369,8
CUST-01370,Customer 1370,11
,Customer 1371,9
CUST-01372,Customer 1372,13
CUST-01373,Customer 1373,1
CUST-01374,Customer 1374,19
CUST-01375,Customer 1375,16
CUST-01376,Customer 1376,5
CUST-01377,Customer 1377,3
CUST-01378,Customer 1378,16
CUST-01379,Customer 1379,20
CUST-01380,Customer 1380,2
CUST-01381,Customer 1381,5
CUST-01382,Customer 1382,4
CUST-01383,Customer 1383,8
CUST-01384,Customer 1384,18
CUST-01385,Customer 1385,12
CUST-01386,Customer 1386,15
CUST-01387,Customer 1387,1
CUST-01388,Customer 1388,12
CUST-01389,Customer 1389,9
CUST-01390,Customer 1390,16
CUST-01391,Customer 1391,18
CUST-01392,Customer 1392,16
CUST-01393,Customer 1393,6
CUST-01394,Customer 1394,11
CUST-01395,Customer 1395,9
CUST-01396,Customer 1396,20
CUST-01397,Customer 1397,18
CUST-01398,Customer 1398,17
CUST-01399,Customer 1399,10
CUST-01400,Customer 1400,18
CUST-01401,Customer 1401,1
CUST-01402,Customer 1402,17
CUST-01403,Customer 1403,6
CUST-01404,Customer 1404,20
CUST-01405,Customer 1405,20
CUST-01406,Customer 1406,3
CUST-01407,Customer 1407,18
CUST-01408,Customer 1408,7
CUST-01409,Customer 1409,16
CUST-01410,Customer 1410,5
CUST-01411,Customer 1411,11
CUST-01412,Customer 1412,11
CUST-01413,Customer 1413,17
CUST-01414,Customer 1414,2
CUST-01415,Customer 1415,5
CUST-01416,Customer 1416,2
CUST-01417,Customer 1417,16
CUST-01418,Customer 1418,2
CUST-01419,Customer 1419,13
CUST-01420,Customer 1420,17
CUST-01421,Customer 1421,19
CUST-01422,Customer 1422,12
CUST-01423,Customer 1423,3
,Customer 1424,7
CUST-01425,Customer 1425,3
CUST-01426,Customer 1426,2
CUST-01427,Customer 1427,14
CUST-01428,Customer 1428,2
CUST-01429,Customer 1429,9
CUST-01430,Customer 1430,3
CUST-01431,Customer 1431,3
CUST-01432,Customer 1432,17
CUST-01433,Customer 1433,8
CUST-01434,Customer 1434,7
CUST-01435,Customer 1435,8
CUST-01436,Customer 1436,6
CUST-01437,Customer 1437,18
CUST-01438,Customer 1438,4
CUST-01439,Customer 1439,19
CUST-01440,Customer 1440,15
CUST-01441,Customer 1441,14
CUST-01442,Customer 1442,6
CUST-01443,Customer 1443,18
CUST-01444,Customer 1444,11
CUST-01445,Customer 1445,18
CUST-01446,Customer 1446,15
CUST-01447,Customer 1447,11
CUST-01448,Customer 1448,11
CUST-01449,Customer 1449,14
CUST-01450,Customer 1450,14
CUST-01451,Customer 1451,11
CUST-01452,Customer 1452,19
CUST-01453,Customer 1453,13
CUST-01454,Customer 1454,9
CUST-01455,Customer 1455,15
CUST-01456,Customer 1456,13
,Customer 1457,2
CUST-01458,Customer 1458,20
,Customer 1459,5
CUST-01460,Customer 1460,10
,Customer 1461,8
CUST-01462,Customer 1462,11
CUST-01463,Customer 1463,9
CUST-01464,Customer 1464,17
CUST-01465,Customer 1465,19
CUST-01466,Customer 1466,2
CUST-01467,Customer 1467,5
CUST-01468,Customer 1468,12
CUST-01469,Customer 1469,8
CUST-01470,Customer 1470,10
CUST-01471,Customer 1471,13
CUST-01472,Customer 1472,7
CUST-01473,Customer 1473,11
CUST-01474,Customer 1474,6
CUST-01475,Customer 1475,19
CUST-01476,Customer 1476,4
CUST-01477,Customer 1477,10
CUST-01478,Customer 1478,19
CUST-01479,Customer 1479,2
CUST-01480,Customer 1480,11
CUST-01481,Customer 1481,14
CUST-01482,Customer 1482,4
CUST-01483,Customer 1483,8
CUST-01484,Customer 1484,20
CUST-01485,Customer 1485,13
CUST-01486,Customer 1486,17
CUST-01487,Customer 1487,18
CUST-01488,Customer 1488,11
CUST-01489,Customer 1489,8
CUST-01490,Customer 1490,13
CUST-01491,Customer 1491,20
CUST-01492,Customer 1492,3
CUST-01493,Customer 1493,10
CUST-01494,Customer 1494,5
CUST-01495,Customer 1495,3
CUST-01496,Customer 1496,2
CUST-01497,Customer 1497,9
CUST-01498,Customer 1498,17
CUST-01499,Customer 1499,5
CUST-01500,Customer 1500,16
CUST-01501,Customer 1501,16
CUST-01502,Customer 1502,19
CUST-01503,Customer 1503,20
CUST-01504,Customer 1504,17
CUST-01505,Customer 1505,3
CUST-01506,Customer 1506,14
CUST-01507,Customer 1507,19
CUST-01508,Customer 1508,14
CUST-01509,Customer 1509,12
CUST-01510,Customer 1510,12
CUST-01511,Customer 1511,1
CUST-01512,Customer 1512,6
CUST-01513,Customer 1513,20
CUST-01514,Customer 1514,15
CUST-01515,Customer 1515,15
CUST-01516,Customer 1516,8
CUST-01517,Customer 1517,12
CUST-01518,Customer 1518,3
CUST-01519,Customer 1519,2
CUST-01520,Customer 1520,20
CUST-01521,Customer 1521,10
,Customer 1522,4
CUST-01523,Customer 1523,16
CUST-01524,Customer 1524,7
CUST-01525,Customer 1525,7
CUST-01526,Customer 1526,17
CUST-01527,Customer 1527,18
CUST-01528,Customer 1528,5
CUST-01529,Customer 1529,1
CUST-01530,Customer 1530,17
CUST-01531,Customer 1531,6
CUST-01532,Customer 1532,7
CUST-01533,Customer 1533,20
CUST-01534,Customer 1534,15
CUST-01535,Customer 1535,1
CUST-01536,Customer 1536,9
CUST-01537,Customer 1537,12
CUST-01538,Customer 1538,1
CUST-01539,Customer 1539,13
CUST-01540,Customer 1540,13
CUST-01541,Customer 1541,4
CUST-01542,Customer 1542,16
CUST-01543,Customer 1543,18
CUST-01544,Customer 1544,7
CUST-01545,Customer 1545,15
CUST-01546,Customer 1546,1
CUST-01547,Customer 1547,17
CUST-01548,Customer 1548,16
CUST-01549,Customer 1549,6
,Customer 1550,12
CUST-01551,Customer 1551,10
CUST-01552,Customer 1552,17
CUST-01553,Customer 1553,2
CUST-01554,Customer 1554,13
CUST-01555,Customer 1555,1
CUST-01556,Customer 1556,9
CUST-01557,Customer 1557,11
CUST-01558,Customer 1558,5
CUST-01559,Customer 1559,13
CUST-01560,Customer 1560,20
CUST-01561,Customer 1561,8
CUST-01562,Customer 1562,19
CUST-01563,Customer 1563,10
CUST-01564,Customer 1564,11
CUST-01565,Customer 1565,5
CUST-01566,Customer 1566,5
CUST-01567,Customer 1567,7
CUST-01568,Customer 1568,10
CUST-01569,Customer 1569,17
CUST-01570,Customer 1570,14
CUST-01571,Customer 1571,5
CUST-01572,Customer 1572,19
CUST-01573,Customer 1573,11
CUST-01574,Customer 1574,18
CUST-01575,Customer 1575,4
CUST-01576,Customer 1576,5
CUST-01577,Customer 1577,11
CUST-01578,Customer 1578,14
CUST-01579,Customer 1579,10
CUST-01580,Customer 1580,9
CUST-01581,Customer 1581,7
CUST-01582,Customer 1582,6
CUST-01583,Customer 1583,20
CUST-01584,Customer 1584,20
CUST-01585,Customer 1585,8
CUST-01586,Customer 1586,8
CUST-01587,Customer 1587,12
CUST-01588,Customer 1588,16
CUST-01589,Customer 1589,20
CUST-01590,Customer 1590,12
CUST-01591,Customer 1591,13
CUST-01592,Customer 1592,5
CUST-01593,Customer 1593,8
CUST-01594,Customer 1594,1
CUST-01595,Customer 1595,14
CUST-01596,Customer 1596,7
CUST-01597,Customer 1597,3
CUST-01598,Customer 1598,15
CUST-01599,Customer 1599,16
CUST-01600,Customer 1600,15
CUST-01601,Customer 1601,14
CUST-01602,Customer 1602,2
CUST-01603,Customer 1603,13
CUST-01604,Customer 1604,13
CUST-01605,Customer 1605,19
CUST-01606,Customer 1606,17
CUST-01607,Customer 1607,2
CUST-01608,Customer 1608,15
CUST-01609,Customer 1609,2
CUST-01610,Customer 1610,8
CUST-01611,Customer 1611,13
CUST-01612,Customer 1612,2
CUST-01613,Customer 1613,17
CUST-01614,Customer 1614,2
CUST-01615,Customer 1615,15
CUST-01616,Customer 1616,10
CUST-01617,Customer 1617,10
CUST-01618,Customer 1618,14
CUST-01619,Customer 1619,2
CUST-01620,Customer 1620,5
CUST-01621,Customer 1621,15
CUST-01622,Customer 1622,17
CUST-01623,Customer 1623,19
CUST-01624,Customer 1624,18
CUST-01625,Customer 1625,14
CUST-01626,Customer 1626,1
CUST-01627,Customer 1627,19
CUST-01628,Customer 1628,7
CUST-01629,Customer 1629,3
CUST-01630,Customer 1630,6
CUST-01631,Customer 1631,4
CUST-01632,Customer 1632,15
CUST-01633,Customer 1633,3
CUST-01634,Customer 1634,13
CUST-01635,Customer 1635,17
CUST-01636,Customer 1636,6
CUST-01637,Customer 1637,13
CUST-01638,Customer 1638,6
CUST-01639,Customer 1639,19
CUST-01640,Customer 1640,5
CUST-01641,Customer 1641,5
CUST-01642,Customer 1642,2
CUST-01643,Customer 1643,10
CUST-01644,Customer 1644,15
CUST-01645,Customer 1645,6
CUST-01646,Customer 1646,5
CUST-01647,Customer 1647,1
CUST-01648,Customer 1648,9
,Customer 1649,16
CUST-01650,Customer 1650,18
CUST-01651,Customer 1651,20
CUST-01652,Customer 1652,8
CUST-01653,Customer 1653,16
CUST-01654,Customer 1654,15
CUST-01655,Customer 1655,20
,Customer 1656,18
CUST-01657,Customer 1657,18
CUST-01658,Customer 1658,7
CUST-01659,Customer 1659,5
CUST-01660,Customer 1660,12
CUST-01661,Customer 1661,2
CUST-01662,Customer 1662,20
CUST-01663,Customer 1663,3
CUST-01664,Customer 1664,14
CUST-01665,Customer 1665,6
CUST-01666,Customer 1666,20
CUST-01667,Customer 1667,20
CUST-01668,Customer 1668,18
CUST-01669,Customer 1669,15
CUST-01670,Customer 1670,12
CUST-01671,Customer 1671,3
CUST-01672,Customer 1672,11
CUST-01673,Customer 1673,13
CUST-01674,Customer 1674,14
CUST-01675,Customer 1675,3
CUST-01676,Customer 1676,5
CUST-01677,Customer 1677,9
CUST-01678,Customer 1678,14
CUST-01679,Customer 1679,7
CUST-01680,Customer 1680,4
CUST-01681,Customer 1681,17
CUST-01682,Customer 1682,16
CUST-01683,Customer 1683,20
CUST-01684,Customer 1684,10
CUST-01685,Customer 1685,11
CUST-01686,Customer 1686,19
CUST-01687,Customer 1687,12
CUST-01688,Customer 1688,20
CUST-01689,Customer 1689,17
CUST-01690,Customer 1690,16
CUST-01691,Customer 1691,6
CUST-01692,Customer 1692,8
CUST-01693,Customer 1693,7
,Customer 1694,1
CUST-01695,Customer 1695,4
CUST-01696,Customer 1696,7
CUST-01697,Customer 1697,14
CUST-01698,Customer 1698,11
CUST-01699,Customer 1699,7
,Customer 1700,7
CUST-01701,Customer 1701,9
CUST-01702,Customer 1702,10
CUST-01703,Customer 1703,18
CUST-01704,Customer 1704,1
CUST-01705,Customer 1705,11
CUST-01706,Customer 1706,19
CUST-01707,Customer 1707,1
CUST-01708,Customer 1708,7
CUST-01709,Customer 1709,11
CUST-01710,Customer 1710,16
CUST-01711,Customer 1711,2
CUST-01712,Customer 1712,16
CUST-01713,Customer 1713,15
CUST-01714,Customer 1714,18
CUST-01715,Customer 1715,15
CUST-01716,Customer 1716,14
CUST-01717,Customer 1717,2
CUST-01718,Customer 1718,10
CUST-01719,Customer 1719,11
CUST-01720,Customer 1720,1
CUST-01721,Customer 1721,11
CUST-01722,Customer 1722,12
CUST-01723,Customer 1723,5
CUST-01724,Customer 1724,1
CUST-01725,Customer 1725,13
CUST-01726,Customer 1726,6
CUST-01727,Customer 1727,13
CUST-01728,Customer 1728,4
CUST-01729,Customer 1729,10
CUST-01730,Customer 1730,11
CUST-01731,Customer 1731,9
CUST-01732,Customer 1732,16
CUST-01733,Customer 1733,12
CUST-01734,Customer 1734,10
CUST-01735,Customer 1735,10
CUST-01736,Customer 1736,12
CUST-01737,Customer 1737,7
CUST-01738,Customer 1738,15
CUST-01739,Customer 1739,16
CUST-01740,Customer 1740,5
CUST-01741,Customer 1741,16
CUST-01742,Customer 1742,17
CUST-01743,Customer 1743,11
CUST-01744,Customer 1744,4
CUST-01745,Customer 1745,17
CUST-01746,Customer 1746,5
CUST-01747,Customer 1747,2
CUST-01748,Customer 1748,17
CUST-01749,Customer 1749,10
CUST-01750,Customer 1750,20
CUST-01751,Customer 1751,11
CUST-01752,Customer 1752,2
CUST-01753,Customer 1753,10
CUST-01754,Customer 1754,10
CUST-01755,Customer 1755,7
CUST-01756,Customer 1756,7
CUST-01757,Customer 1757,18
CUST-01758,Customer 1758,15
CUST-01759,Customer 1759,9
CUST-01760,Customer 1760,9
CUST-01761,Customer 1761,20
CUST-01762,Customer 1762,4
CUST-01763,Customer 1763,12
CUST-01764,Customer 1764,9
CUST-01765,Customer 1765,10
CUST-01766,Customer 1766,6
CUST-01767,Customer 1767,20
CUST-01768,Customer 1768,18
CUST-01769,Customer 1769,5
CUST-01770,Customer 1770,2
CUST-01771,Customer 1771,2
CUST-01772,Customer 1772,13
CUST-01773,Customer 1773,20
CUST-01774,Customer 1774,15
CUST-01775,Customer 1775,10
CUST-01776,Customer 1776,7
CUST-01777,Customer 1777,18
CUST-01778,Customer 1778,15
CUST-01779,Customer 1779,3
CUST-01780,Customer 1780,15
CUST-01781,Customer 1781,10
CUST-01782,Customer 1782,15
CUST-01783,Customer 1783,8
CUST-01784,Customer 1784,20
CUST-01785,Customer 1785,12
CUST-01786,Customer 1786,11
CUST-01787,Customer 1787,11
CUST-01788,Customer 1788,1
CUST-01789,Customer 1789,4
CUST-01790,Customer 1790,15
CUST-01791,Customer 1791,10
CUST-01792,Customer 1792,20
CUST-01793,Customer 1793,17
CUST-01794,Customer 1794,4
CUST-01795,Customer 1795,3
CUST-01796,Customer 1796,18
CUST-01797,Customer 1797,19
CUST-01798,Customer 1798,20
CUST-01799,Customer 1799,6
CUST-01800,Customer 1800,13
CUST-01801,Customer 1801,7
CUST-01802,Customer 1802,19
CUST-01803,Customer 1803,14
CUST-01804,Customer 1804,11
CUST-01805,Customer 1805,8
CUST-01806,Customer 1806,3
CUST-01807,Customer 1807,19
CUST-01808,Customer 1808,4
CUST-01809,Customer 1809,15
CUST-01810,Customer 1810,4
CUST-01811,Customer 1811,6
CUST-01812,Customer 1812,13
CUST-01813,Customer 1813,4
CUST-01814,Customer 1814,20
CUST-01815,Customer 1815,13
CUST-01816,Customer 1816,2
CUST-01817,Customer 1817,5
CUST-01818,Customer 1818,1
CUST-01819,Customer 1819,5
CUST-01820,Customer 1820,10
CUST-01821,Customer 1821,19
CUST-01822,Customer 1822,7
CUST-01823,Customer 1823,11
